32134001	388	417	glycoside hydrolase family 32	Gene	829893
32134001	419	423	GH32	Gene	829893
32825779	21	26	cbp80	Gene	815840
32825779	28	32	c2h2	Gene	830313
32825779	38	41	flk	Gene	819619
32825779	659	664	cbp80	Gene	815840
32825779	689	693	c2h2	Gene	830313
32825779	752	757	cbp80	Gene	815840
32825779	759	763	c2h2	Gene	830313
32825779	768	771	flk	Gene	819619
32825779	1024	1029	CBP80	Gene	815840
32825779	1031	1035	C2H2	Gene	830313
32825779	1040	1043	FLK	Gene	819619
31166333	158	162	UVR8	Gene	836506
31166333	370	374	UVR8	Gene	836506
31166333	421	425	COP1	Gene	817857
31166333	430	433	HY5	Gene	830996
31166333	574	578	Cop1	Gene	817857
31166333	610	613	hy5	Gene	830996
24739253	319	329	AtGlcAT14A	Gene	833996
24739253	607	617	AtGlcAT14A	Gene	833996
24739253	638	648	AtGlcAt14A	Gene	833996
24739253	784	794	AtGLCAT14A	Gene	833996
24739253	964	974	AtGlcAT14A	Gene	833996
24739253	1222	1232	AtGlcAT14B	Gene	831357
24739253	1237	1247	AtGlcAT14C	Gene	818335
31270545	0	4	LYK4	Gene	816909
31270545	151	155	LYK1	Gene	821717
31270545	157	161	LYK4	Gene	816909
31270545	166	170	LYK5	Gene	817923
31270545	287	291	LYK1	Gene	821717
31270545	296	300	LYK5	Gene	817923
31270545	367	371	LYK4	Gene	816909
31270545	461	465	LYK4	Gene	816909
31270545	521	525	LYK4	Gene	816909
31270545	582	586	LYK5	Gene	817923
31270545	668	672	LYK4	Gene	816909
31270545	673	677	LYK4	Gene	816909
31270545	686	690	LYK5	Gene	817923
31270545	848	852	LYK1	Gene	821717
31270545	854	858	LYK4	Gene	816909
31270545	864	868	LYK5	Gene	817923
31270545	1008	1012	LYK1	Gene	821717
31270545	1017	1021	LYK5	Gene	817923
31270545	1038	1042	LYK1	Gene	821717
31270545	1047	1051	LYK4	Gene	816909
31270545	1167	1171	LYK4	Gene	816909
29165807	400	404	IRT1	Gene	827713
29165807	497	501	irt1	Gene	827713
29165807	763	767	IRT1	Gene	827713
29165807	859	863	irt1	Gene	827713
29165807	1088	1092	irt1	Gene	827713
30924595	394	398	FLS2	Gene	834676
30924595	953	957	FLS2	Gene	834676
30924595	994	998	FLS2	Gene	834676
30824017	15	24	drm1 drm2	Gene	831315
30824017	529	538	drm1 drm2	Gene	831390;831315
32022960	23	30	FRIGIDA	Gene	828044
32022960	96	103	FRIGIDA	Gene	828044
32022960	111	114	FRI	Gene	828044
32022960	239	242	FRI	Gene	828044
32022960	464	467	FRI	Gene	828044
32022960	744	747	FRI	Gene	828044
32022960	967	970	FRI	Gene	828044
32022960	1058	1061	FRI	Gene	828044
32022960	1157	1160	FRI	Gene	828044
32022960	1547	1550	FRI	Gene	828044
32022960	1618	1621	FRI	Gene	828044
32022960	1692	1695	FRI	Gene	828044
30892660	1268	1277	BEARSKIN1	Gene	840223
30892660	1279	1283	BRN1	Gene	840223
30892660	1289	1293	BRN2	Gene	826627
32133996	61	79	citrate synthase 4	Gene	819042
32133996	551	555	CSY4	Gene	819042
32133996	583	589	AtCSY4	Gene	819042
32133996	638	644	AtCSY4	Gene	819042
32133996	853	859	AtCSY4	Gene	819042
10023572	324	330	AtGRP7	Gene	816705
10023572	445	451	AtGRP7	Gene	816705
10023572	690	694	toc1	Gene	836259
10023572	781	784	LHY	Gene	839341
10023572	816	820	CCA1	Gene	819296
10023572	851	855	TOC1	Gene	836259
10023572	872	875	LHY	Gene	839341
10023572	880	884	CCA1	Gene	819296
10023572	1011	1017	Atgrp7	Gene	816705
30067446	571	578	AtZAT12	Gene	836103
32430181	441	458	CLOCK ASSOCIATED1	Gene	819296
32430181	460	464	CCA1	Gene	819296
32430181	518	521	LHY	Gene	839341
32430181	524	528	cca1	Gene	819296
32430181	529	532	lhy	Gene	839341
32430181	633	637	CCA1	Gene	819296
32430181	642	645	LHY	Gene	839341
32430181	698	702	CCA1	Gene	819296
32430181	703	706	LHY	Gene	839341
32430181	931	935	CCA1	Gene	819296
31471029	135	156	acetolactate synthase	Gene	824015
32919283	57	76	target of rapamycin	Gene	841427
32919283	127	146	Target of Rapamycin	Gene	841427
32919283	148	151	TOR	Gene	841427
32919283	573	576	TOR	Gene	841427
32919283	731	734	TOR	Gene	841427
32919283	840	843	TOR	Gene	841427
32919283	937	940	TOR	Gene	841427
32919283	1036	1043	CycB1;1	Gene	829904
32919283	1084	1087	TOR	Gene	841427
32919283	1413	1416	TOR	Gene	841427
32836022	1002	1025	glutamate decarboxylase	Gene	831599
32836022	1027	1030	GAD	Gene	831599
32836022	1045	1049	GAD2	Gene	842908
32836022	1616	1620	BIP1	Gene	832950
32836022	1622	1626	BIP3	Gene	837429
32836022	1630	1633	CNX	Gene	832224
29242530	683	687	HOL1	Gene	818995
29242530	911	915	HOL1	Gene	818995
29242530	1002	1006	HOL1	Gene	818995
20064057	750	755	lyase	Gene	822060
20064057	896	901	lyase	Gene	822060
22438063	55	60	ASHH1	Gene	844005
22438063	61	66	SDG26	Gene	844005
22438063	895	900	SDG26	Gene	844005
22438063	963	968	ASHH1	Gene	844005
22438063	1001	1006	ASHH1	Gene	844005
22438063	1156	1160	ATX1	Gene	842940
22438063	1166	1171	ASHH2	Gene	844066
22438063	1240	1245	ASHH1	Gene	844005
26567581	91	101	peroxidase	Gene	28721236
26567581	212	222	peroxidase	Gene	28721236
26567581	277	284	AtPrx53	Gene	830561
26567581	305	312	AtPrx72	Gene	836771
26567581	690	700	peroxidase	Gene	28721236
21129970	898	915	SHOOTMERISTEMLESS	Gene	842534
21129970	917	920	STM	Gene	842534
21129970	1066	1069	STM	Gene	842534
21129970	1101	1104	STM	Gene	842534
30030887	517	523	WRKY18	Gene	829308
30030887	1084	1090	WRKY18	Gene	829308
30030887	1731	1737	WRKY18	Gene	829308
31856719	755	760	AOX1a	Gene	821806
29722815	223	227	KAI2	Gene	829902
29722815	651	655	KAI2	Gene	829902
29722815	848	852	MAX2	Gene	818862
29722815	858	876	SUPPRESSOR OF MAX2	Gene	818862
29722815	1452	1456	KAI2	Gene	829902
26663391	772	776	ERF1	Gene	827464
26663391	778	783	ORA59	Gene	837125
26663391	785	789	ERF6	Gene	827463
30102837	477	482	LTPG1	Gene	839688
30102837	732	737	LTPG1	Gene	839688
25139408	21	26	IRX10	Gene	839635
25139408	554	559	IRX10	Gene	839635
25139408	675	680	IRX10	Gene	839635
